school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,target
,,18.0,,,0.0,3.0,2.0,,2.0,0.0,,1.0,3.0,0.0,,,,,1.0,0.0,,1.0,,3.0,,5.0,1.0,5.0,,12
,,16.0,,,,1.0,1.0,,2.0,3.0,,2.0,1.0,0.0,,,,,0.0,0.0,0.0,1.0,3.0,3.0,,1.0,2.0,1.0,,12
,,16.0,,,0.0,3.0,3.0,,1.0,0.0,,2.0,1.0,0.0,,,,,1.0,0.0,,1.0,,3.0,2.0,1.0,1.0,5.0,,9
,,16.0,,,,1.0,1.0,,1.0,0.0,,1.0,2.0,2.0,,0.0,,,0.0,0.0,0.0,1.0,,4.0,,1.0,3.0,5.0,0.0,10
,,15.0,,,,4.0,4.0,,0.0,0.0,,2.0,1.0,0.0,,0.0,,,0.0,0.0,,0.0,,3.0,2.0,1.0,1.0,5.0,,13
,,15.0,,,,1.0,1.0,,1.0,0.0,,3.0,1.0,1.0,,0.0,,,0.0,0.0,,1.0,,5.0,,1.0,1.0,1.0,,8
,,15.0,,,,4.0,3.0,,2.0,0.0,,2.0,4.0,0.0,0.0,,,,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,1.0,3.0,,9
,,15.0,,,0.0,3.0,3.0,,2.0,2.0,,1.0,2.0,0.0,,0.0,,,1.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,,9
,,16.0,,,,4.0,4.0,,2.0,0.0,,1.0,3.0,0.0,,,,,0.0,0.0,,0.0,,3.0,,1.0,3.0,5.0,0.0,15
,,16.0,,,,2.0,2.0,,2.0,3.0,,2.0,1.0,0.0,,,,,0.0,0.0,,0.0,2.0,3.0,,2.0,2.0,2.0,,12
,,15.0,,,,4.0,4.0,,2.0,0.0,,1.0,3.0,0.0,,,,,0.0,0.0,,0.0,,2.0,2.0,1.0,1.0,5.0,,13
,,16.0,,,,1.0,1.0,0.0,4.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,3.0,4.0,,3.0,3.0,1.0,,10
,,17.0,,,,2.0,1.0,,1.0,2.0,,1.0,1.0,0.0,,,,0.0,0.0,0.0,,0.0,,4.0,,1.0,2.0,5.0,,9
,,15.0,,,,1.0,1.0,,2.0,0.0,,1.0,2.0,0.0,,,,0.0,0.0,0.0,,0.0,,4.0,2.0,1.0,2.0,5.0,0.0,12
,,15.0,,,0.0,2.0,1.0,0.0,1.0,2.0,,2.0,1.0,0.0,,,,,0.0,1.0,,1.0,,4.0,2.0,1.0,1.0,5.0,0.0,11
,,15.0,,,,3.0,2.0,1.0,2.0,2.0,,1.0,2.0,1.0,,,,0.0,0.0,0.0,,0.0,3.0,3.0,2.0,1.0,1.0,3.0,,11
,,15.0,,,,1.0,2.0,0.0,1.0,0.0,,1.0,2.0,0.0,,,,0.0,1.0,0.0,,0.0,,3.0,2.0,1.0,1.0,5.0,,13
