pclass,age,sibsp,parch,fare
2.0,32.5,0.0,0.0,13.0
,54.0,0.0,1.0,77.2875
3.0,,1.0,0.0,11.2417
3.0,24.0,0.0,0.0,
3.0,45.0,0.0,0.0,
3.0,33.0,0.0,0.0,
3.0,20.0,0.0,0.0,
3.0,47.0,1.0,0.0,14.5
2.0,29.0,1.0,0.0,26.0
2.0,25.0,0.0,0.0,13.0
2.0,23.0,0.0,0.0,15.0458
,19.0,,2.0,26.2833
1.0,37.0,1.0,0.0,53.1
3.0,,,0.0,9.2167
,24.0,,0.0,79.2
3.0,22.0,0.0,0.0,
3.0,24.0,1.0,0.0,15.85
3.0,19.0,,0.0,
2.0,,0.0,0.0,11.5
2.0,19.0,1.0,1.0,36.75
3.0,27.0,,0.0,
3.0,,2.0,2.0,34.375
2.0,36.5,0.0,2.0,26.0
2.0,42.0,0.0,0.0,13.0
2.0,51.0,0.0,0.0,12.525
,22.0,1.0,0.0,66.6
3.0,55.5,,0.0,
3.0,40.5,0.0,2.0,14.5
,51.0,0.0,1.0,61.3792
3.0,,0.0,0.0,
3.0,30.0,,0.0,
3.0,44.0,0.0,1.0,16.1
2.0,40.0,,0.0,15.75
3.0,26.0,0.0,0.0,
3.0,,0.0,0.0,
3.0,,4.0,1.0,39.6875
3.0,,0.0,2.0,20.525
3.0,45.0,1.0,4.0,27.9
3.0,28.0,,0.0,56.4958
,61.0,0.0,0.0,33.5
3.0,,4.0,1.0,29.125
3.0,,1.0,1.0,11.1333
3.0,21.0,0.0,,
,56.0,0.0,0.0,30.6958
3.0,18.0,1.0,1.0,
,50.0,,0.0,28.7125
2.0,30.0,0.0,0.0,13.0
3.0,36.0,0.0,0.0,
3.0,,4.0,2.0,31.3875
2.0,,2.0,1.0,39.0
3.0,,0.0,2.0,22.025
,45.0,0.0,0.0,26.55
3.0,40.0,1.0,1.0,15.5
3.0,36.0,,0.0,
2.0,32.0,,0.0,13.0
2.0,19.0,0.0,0.0,13.0
3.0,19.0,1.0,0.0,
2.0,,1.0,1.0,26.0
,44.0,,0.0,27.7208
,58.0,0.0,,146.5208
3.0,42.0,,1.0,
2.0,24.0,0.0,0.0,13.0
3.0,28.0,,,9.5
3.0,34.0,,0.0,
3.0,45.5,,0.0,
3.0,,0.0,0.0,
3.0,,,1.0,10.4625
3.0,32.0,1.0,0.0,15.85
3.0,26.0,0.0,0.0,18.7875
3.0,,,,
,40.0,0.0,0.0,31.0
3.0,24.0,,0.0,
2.0,35.0,,0.0,21.0
3.0,22.0,0.0,,
2.0,30.0,0.0,0.0,13.0
,31.0,1.0,0.0,113.275
3.0,27.0,0.0,0.0,
2.0,42.0,1.0,0.0,27.0
,32.0,,0.0,76.2917
2.0,30.0,,0.0,10.5
3.0,,0.0,0.0,
2.0,27.0,,0.0,13.0
3.0,51.0,,0.0,
,38.0,1.0,0.0,90.0
3.0,22.0,,0.0,9.35
2.0,19.0,,0.0,10.5
3.0,20.5,,0.0,
2.0,18.0,0.0,0.0,13.0
,35.0,1.0,0.0,83.475
3.0,29.0,,0.0,
2.0,59.0,,0.0,13.5
3.0,,4.0,2.0,31.3875
2.0,24.0,0.0,0.0,10.5
2.0,44.0,1.0,0.0,26.0
2.0,,0.0,2.0,26.25
2.0,19.0,,0.0,10.5
2.0,33.0,0.0,0.0,12.275
2.0,29.0,,0.0,10.5
3.0,22.0,0.0,0.0,
3.0,30.0,0.0,0.0,
1.0,44.0,2.0,0.0,90.0
3.0,25.0,,0.0,
2.0,24.0,,2.0,14.5
,37.0,1.0,1.0,52.5542
2.0,54.0,1.0,0.0,26.0
3.0,29.0,1.0,1.0,10.4625
,62.0,,0.0,26.55
3.0,30.0,1.0,0.0,16.1
3.0,41.0,,2.0,20.2125
3.0,29.0,0.0,2.0,15.2458
,30.0,,0.0,86.5
,35.0,0.0,0.0,512.3292
2.0,50.0,,1.0,26.0
3.0,,4.0,2.0,31.3875
1.0,52.0,1.0,1.0,79.65
,40.0,,0.0,
2.0,36.0,,0.0,10.5
3.0,,4.0,1.0,39.6875
3.0,25.0,1.0,0.0,
1.0,58.0,0.0,1.0,153.4625
1.0,35.0,0.0,0.0,135.6333
3.0,25.0,,0.0,
2.0,41.0,,1.0,19.5
,37.0,0.0,1.0,29.7
,63.0,1.0,0.0,77.9583
3.0,45.0,,0.0,
3.0,,4.0,1.0,29.125
3.0,35.0,1.0,1.0,20.25
3.0,65.0,0.0,0.0,
3.0,28.0,,0.0,
3.0,,0.0,0.0,9.5
3.0,19.0,0.0,0.0,
3.0,33.0,0.0,0.0,
3.0,30.0,,0.0,9.5
3.0,22.0,0.0,0.0,
2.0,42.0,0.0,0.0,13.0
3.0,22.0,0.0,0.0,
,26.0,,0.0,78.85
1.0,19.0,1.0,0.0,91.0792
2.0,36.0,0.0,,12.875
3.0,24.0,,0.0,
3.0,24.0,,0.0,
3.0,23.5,0.0,0.0,
,,1.0,2.0,151.55
,50.0,0.0,1.0,247.5208
3.0,19.0,,0.0,
,,1.0,2.0,151.55
,,1.0,0.0,108.9
2.0,30.0,1.0,0.0,24.0
,30.0,,0.0,56.9292
,24.0,0.0,0.0,83.1583
,18.0,2.0,2.0,262.375
2.0,26.0,1.0,1.0,26.0
3.0,28.0,,0.0,
2.0,43.0,1.0,1.0,26.25
3.0,26.0,0.0,0.0,
2.0,24.0,1.0,0.0,26.0
2.0,54.0,,0.0,14.0
,31.0,0.0,2.0,164.8667
,40.0,1.0,1.0,134.5
3.0,22.0,0.0,0.0,
3.0,27.0,0.0,0.0,
2.0,30.0,0.0,0.0,12.35
2.0,22.0,1.0,1.0,29.0
,36.0,,0.0,135.6333
3.0,61.0,0.0,0.0,
2.0,36.0,,0.0,13.0
3.0,31.0,1.0,1.0,20.525
,,,1.0,57.9792
,45.5,0.0,0.0,28.5
,38.0,0.0,1.0,153.4625
3.0,,2.0,0.0,18.0
,29.0,1.0,0.0,66.6
,41.0,0.0,0.0,134.5
3.0,45.0,,0.0,
,45.0,0.0,0.0,35.5
2.0,,1.0,1.0,26.0
,24.0,3.0,2.0,263.0
2.0,28.0,,0.0,13.0
2.0,25.0,0.0,0.0,13.0
2.0,36.0,0.0,0.0,13.0
2.0,24.0,,0.0,13.0
2.0,40.0,,0.0,13.0
3.0,,1.0,1.0,15.9
3.0,42.0,0.0,0.0,
3.0,23.0,0.0,0.0,9.225
3.0,,1.0,1.0,
3.0,25.0,1.0,0.0,17.8
3.0,28.0,,0.0,9.5
,22.0,,1.0,55.0
2.0,38.0,,0.0,13.0
3.0,40.0,1.0,4.0,27.9
2.0,29.0,1.0,0.0,27.7208
3.0,45.0,0.0,1.0,14.4542
3.0,35.0,,,
3.0,30.0,0.0,0.0,
,60.0,1.0,0.0,75.25
,24.0,0.0,0.0,69.3
,25.0,1.0,,55.4417
3.0,18.0,1.0,0.0,
3.0,19.0,0.0,0.0,
,22.0,,0.0,135.6333
3.0,,3.0,1.0,21.075
3.0,22.0,0.0,0.0,
1.0,27.0,0.0,2.0,211.5
3.0,20.0,0.0,0.0,
3.0,19.0,,0.0,
,42.0,,0.0,227.525
3.0,,0.0,2.0,15.7417
3.0,32.0,0.0,0.0,
,35.0,1.0,0.0,52.0
2.0,,0.0,0.0,73.5
3.0,,5.0,2.0,46.9
2.0,36.0,0.0,0.0,13.0
2.0,,0.0,,12.0
,36.0,1.0,2.0,120.0
3.0,21.0,,0.0,
3.0,28.0,2.0,0.0,
,23.0,1.0,,113.275
3.0,24.0,,2.0,16.7
3.0,22.0,0.0,0.0,
3.0,31.0,0.0,0.0,
2.0,46.0,0.0,0.0,26.0
2.0,23.0,0.0,0.0,10.5
2.0,28.0,,0.0,12.65
3.0,39.0,0.0,0.0,
3.0,26.0,0.0,0.0,
3.0,21.0,1.0,0.0,9.825
3.0,28.0,1.0,0.0,15.85
3.0,20.0,,0.0,
2.0,34.0,1.0,0.0,21.0
3.0,51.0,0.0,0.0,
2.0,,1.0,1.0,18.75
3.0,21.0,,0.0,
,33.0,1.0,,90.0
3.0,44.0,0.0,0.0,
2.0,34.0,1.0,1.0,32.5
2.0,,0.0,2.0,13.0
2.0,30.0,,0.0,13.0
3.0,,0.0,2.0,24.15
3.0,21.0,,0.0,
3.0,29.0,,0.0,
3.0,28.0,1.0,1.0,14.4
3.0,18.0,1.0,1.0,20.2125
2.0,28.0,1.0,0.0,26.0
2.0,19.0,0.0,0.0,26.0
3.0,32.0,0.0,0.0,
,28.0,0.0,0.0,26.55
2.0,42.0,1.0,0.0,26.0
3.0,,0.0,0.0,
,50.0,1.0,0.0,55.9
,,1.0,2.0,120.0
3.0,21.0,2.0,2.0,34.375
2.0,24.0,2.0,3.0,18.75
,64.0,1.0,4.0,263.0
2.0,31.0,0.0,0.0,10.5
2.0,45.0,1.0,1.0,26.25
3.0,20.0,,0.0,9.5
3.0,25.0,1.0,0.0,
2.0,28.0,,0.0,13.0
,,0.0,2.0,81.8583
2.0,,,1.0,19.5
,34.0,0.0,0.0,26.55
3.0,,2.0,1.0,19.2583
,52.0,,0.0,30.5
2.0,36.0,1.0,2.0,27.75
1.0,30.0,,0.0,27.75
,49.0,1.0,0.0,89.1042
3.0,29.0,0.0,0.0,
,65.0,,0.0,26.55
2.0,50.0,0.0,0.0,10.5
,48.0,0.0,0.0,26.55
3.0,34.0,,0.0,
1.0,47.0,,0.0,38.5
2.0,48.0,,0.0,13.0
3.0,38.0,0.0,0.0,
1.0,56.0,0.0,0.0,26.55
3.0,,2.0,1.0,19.2583
3.0,38.0,0.0,0.0,
2.0,33.0,1.0,2.0,27.75
2.0,23.0,0.0,0.0,13.7917
3.0,22.0,,0.0,9.8375
2.0,34.0,1.0,0.0,21.0
3.0,29.0,1.0,0.0,
3.0,22.0,0.0,0.0,
3.0,,0.0,1.0,12.2875
3.0,,5.0,2.0,46.9
3.0,50.0,0.0,0.0,
3.0,63.0,0.0,0.0,9.5875
,25.0,1.0,0.0,91.0792
,35.0,1.0,,90.0
,58.0,,0.0,29.7
3.0,30.0,0.0,0.0,
3.0,,1.0,1.0,15.9
3.0,21.0,,0.0,
,55.0,,0.0,30.5
,71.0,0.0,,49.5042
3.0,21.0,0.0,0.0,
,54.0,1.0,0.0,78.2667
,25.0,1.0,2.0,151.55
3.0,24.0,,0.0,
3.0,,0.0,0.0,
3.0,21.0,,0.0,
3.0,37.0,0.0,0.0,9.5875
1.0,,0.0,0.0,86.5
,,1.0,0.0,108.9
2.0,33.0,0.0,2.0,26.0
3.0,28.0,,0.0,22.525
3.0,26.0,0.0,0.0,56.4958
3.0,29.0,,0.0,
,36.0,0.0,0.0,26.2875
,54.0,1.0,0.0,59.4
3.0,24.0,,0.0,
1.0,47.0,0.0,0.0,34.0208
2.0,34.0,0.0,0.0,10.5
2.0,36.0,1.0,0.0,26.0
3.0,32.0,0.0,0.0,
,30.0,,,93.5
3.0,22.0,0.0,0.0,
1.0,44.0,,1.0,57.9792
3.0,40.5,0.0,0.0,
2.0,50.0,0.0,0.0,10.5
3.0,39.0,0.0,0.0,
2.0,23.0,2.0,1.0,11.5
2.0,,1.0,1.0,26.0
3.0,,1.0,1.0,
3.0,30.0,,0.0,
2.0,,,2.0,26.25
,45.0,,0.0,26.55
,30.0,,0.0,106.425
,22.0,0.0,2.0,49.5
,36.0,0.0,2.0,71.0
3.0,,4.0,2.0,31.275
3.0,,4.0,2.0,31.275
2.0,32.0,1.0,0.0,26.0
,50.0,1.0,0.0,106.425
1.0,64.0,0.0,0.0,26.0
2.0,19.0,1.0,0.0,26.0
3.0,33.0,1.0,1.0,20.525
2.0,,1.0,1.0,36.75
,,0.0,2.0,110.8833
2.0,27.0,0.0,0.0,26.0
3.0,22.0,0.0,0.0,
3.0,22.0,,0.0,
,62.0,0.0,0.0,26.55
,48.0,1.0,0.0,39.6
,39.0,1.0,1.0,79.65
3.0,36.0,1.0,0.0,17.4
3.0,40.0,0.0,0.0,
2.0,28.0,0.0,0.0,13.5
3.0,24.0,2.0,0.0,24.15
3.0,19.0,0.0,0.0,
3.0,29.0,0.0,4.0,21.075
3.0,32.0,0.0,0.0,
2.0,62.0,,0.0,10.5
,53.0,2.0,,51.4792
1.0,36.0,0.0,0.0,26.3875
3.0,,,0.0,
3.0,19.0,,0.0,14.5
2.0,34.0,,,13.0
,39.0,1.0,0.0,55.9
3.0,32.0,0.0,0.0,
2.0,25.0,1.0,1.0,30.0
,39.0,1.0,1.0,110.8833
2.0,54.0,0.0,0.0,26.0
,36.0,0.0,0.0,40.125
,,0.0,2.0,79.65
2.0,47.0,0.0,0.0,15.0
,60.0,1.0,1.0,79.2
3.0,22.0,0.0,0.0,
3.0,35.0,,0.0,
,52.0,1.0,0.0,78.2667
3.0,47.0,,0.0,
2.0,37.0,1.0,0.0,26.0
3.0,36.0,1.0,1.0,24.15
3.0,49.0,0.0,0.0,
1.0,49.0,1.0,0.0,56.9292
2.0,24.0,2.0,1.0,27.0
3.0,44.0,,0.0,
,35.0,0.0,0.0,26.55
3.0,36.0,1.0,0.0,15.55
3.0,30.0,0.0,0.0,
1.0,27.0,,0.0,30.5
2.0,22.0,1.0,2.0,41.5792
,40.0,0.0,0.0,153.4625
3.0,39.0,1.0,5.0,31.275
3.0,35.0,0.0,0.0,
2.0,24.0,1.0,2.0,65.0
3.0,34.0,1.0,1.0,14.4
3.0,26.0,1.0,0.0,16.1
2.0,,2.0,1.0,39.0
2.0,26.0,,0.0,10.5
3.0,27.0,1.0,0.0,14.4542
1.0,42.0,1.0,0.0,52.5542
3.0,20.0,1.0,1.0,15.7417
3.0,21.0,0.0,0.0,
3.0,21.0,0.0,0.0,16.1
,61.0,0.0,0.0,32.3208
2.0,57.0,0.0,0.0,12.35
,21.0,,0.0,77.9583
3.0,26.0,0.0,0.0,
,80.0,0.0,0.0,30.0
3.0,51.0,0.0,0.0,
,32.0,0.0,,30.5
3.0,,3.0,2.0,27.9
2.0,28.0,,0.0,13.0
3.0,32.0,0.0,0.0,
2.0,31.0,1.0,1.0,26.25
3.0,41.0,0.0,5.0,39.6875
3.0,20.0,0.0,0.0,
,24.0,0.0,0.0,69.3
3.0,,3.0,2.0,27.9
3.0,,2.0,1.0,19.2583
,48.0,1.0,0.0,76.7292
3.0,19.0,,0.0,
,56.0,0.0,,35.5
3.0,23.0,0.0,0.0,
2.0,,,1.0,23.0
3.0,21.0,,,
3.0,,0.0,0.0,
2.0,24.0,2.0,0.0,73.5
3.0,32.0,1.0,1.0,15.5
2.0,23.0,0.0,0.0,13.0
,58.0,0.0,2.0,113.275
1.0,50.0,2.0,0.0,133.65
3.0,40.0,0.0,0.0,
,47.0,0.0,0.0,25.5875
3.0,36.0,0.0,0.0,
3.0,20.0,1.0,0.0,
2.0,32.0,2.0,0.0,73.5
2.0,25.0,0.0,0.0,13.0
3.0,43.0,,0.0,
2.0,40.0,1.0,1.0,39.0
,31.0,1.0,0.0,52.0
2.0,70.0,0.0,0.0,10.5
2.0,31.0,,0.0,13.0
3.0,,0.0,0.0,
3.0,24.5,0.0,0.0,
3.0,,,0.0,9.8417
3.0,43.0,1.0,6.0,46.9
1.0,36.0,0.0,1.0,512.3292
,27.0,,0.0,76.7292
3.0,20.0,0.0,0.0,9.225
3.0,,5.0,2.0,46.9
2.0,60.0,1.0,1.0,39.0
2.0,25.0,1.0,2.0,41.5792
3.0,,4.0,1.0,39.6875
3.0,19.0,0.0,0.0,10.1708
3.0,18.0,0.0,0.0,
,,,1.0,211.3375
,31.0,1.0,0.0,57.0
3.0,,,1.0,13.4167
3.0,25.0,,0.0,
1.0,60.0,,0.0,26.55
2.0,52.0,0.0,0.0,13.5
3.0,44.0,0.0,0.0,
,49.0,1.0,1.0,110.8833
3.0,42.0,,0.0,
,,1.0,,227.525
,35.0,0.0,0.0,26.2875
3.0,,,1.0,14.4542
3.0,25.0,,0.0,
3.0,26.0,1.0,0.0,
2.0,39.0,0.0,0.0,26.0
2.0,45.0,0.0,0.0,13.5
,42.0,,0.0,26.2875
,22.0,0.0,0.0,151.55
,24.0,,,49.5042
,48.0,1.0,0.0,52.0
3.0,29.0,0.0,0.0,9.4833
2.0,52.0,0.0,0.0,13.0
3.0,19.0,0.0,0.0,
,38.0,,0.0,227.525
2.0,27.0,0.0,0.0,10.5
3.0,33.0,0.0,0.0,
2.0,,,1.0,33.0
3.0,,1.0,0.0,
2.0,34.0,,0.0,13.0
2.0,50.0,,0.0,13.0
,27.0,1.0,0.0,53.1
3.0,20.0,0.0,0.0,
2.0,30.0,3.0,0.0,21.0
2.0,25.0,1.0,0.0,26.0
3.0,25.0,1.0,0.0,
,29.0,,0.0,211.3375
3.0,,0.0,0.0,18.7875
2.0,23.0,0.0,0.0,13.0
2.0,23.0,0.0,0.0,13.0
3.0,28.5,,0.0,16.1
3.0,48.0,1.0,3.0,34.375
,35.0,0.0,0.0,512.3292
1.0,36.0,1.0,0.0,78.85
,21.0,2.0,2.0,262.375
3.0,24.0,1.0,0.0,16.1
3.0,31.0,,0.0,
,70.0,1.0,1.0,71.0
3.0,,1.0,1.0,20.25
2.0,30.0,0.0,0.0,13.0
,19.0,1.0,0.0,53.1
3.0,31.0,,0.0,
2.0,,1.0,1.0,23.0
3.0,,0.0,1.0,12.475
3.0,33.0,0.0,0.0,9.5
3.0,23.0,0.0,0.0,
2.0,48.0,1.0,2.0,65.0
2.0,,1.0,1.0,14.5
3.0,28.0,0.0,,
2.0,,0.0,0.0,11.5
3.0,34.0,,0.0,
,33.0,,0.0,86.5
3.0,41.0,0.0,0.0,
3.0,20.0,0.0,0.0,
1.0,36.0,1.0,2.0,120.0
3.0,,,0.0,
,51.0,1.0,0.0,77.9583
3.0,30.5,,0.0,
3.0,32.0,0.0,0.0,
3.0,24.0,,0.0,9.5
3.0,48.0,,0.0,
2.0,57.0,0.0,0.0,10.5
2.0,54.0,1.0,3.0,23.0
3.0,,0.0,0.0,
3.0,,,0.0,12.475
,43.0,0.0,1.0,211.3375
3.0,,,0.0,
,,1.0,0.0,57.0
,29.0,0.0,0.0,30.0
3.0,25.0,0.0,0.0,
3.0,25.0,0.0,0.0,
3.0,,0.0,0.0,
3.0,,4.0,1.0,29.125
3.0,,1.0,2.0,20.575
,46.0,,0.0,79.2
2.0,,,0.0,26.0
3.0,25.0,0.0,0.0,
2.0,39.0,,0.0,13.0
,49.0,0.0,0.0,25.9292
3.0,31.0,0.0,0.0,
3.0,30.0,0.0,0.0,
3.0,30.0,1.0,1.0,24.15
2.0,34.0,0.0,0.0,13.0
2.0,31.0,1.0,1.0,26.25
,,1.0,2.0,120.0
3.0,,0.0,1.0,
3.0,27.0,,0.0,
3.0,31.0,,0.0,
,39.0,0.0,0.0,
3.0,18.0,0.0,0.0,
2.0,39.0,,0.0,13.0
,33.0,1.0,0.0,53.1
3.0,26.0,0.0,0.0,
3.0,39.0,0.0,0.0,24.15
2.0,35.0,,0.0,10.5
3.0,,4.0,2.0,31.275
3.0,30.5,0.0,0.0,
3.0,23.0,,0.0,
2.0,31.0,1.0,1.0,37.0042
3.0,43.0,0.0,0.0,
3.0,,3.0,2.0,27.9
,52.0,1.0,1.0,93.5
3.0,27.0,,0.0,
,38.0,0.0,0.0,
3.0,27.0,0.0,1.0,12.475
3.0,,4.0,1.0,39.6875
2.0,,0.0,2.0,37.0042
3.0,,1.0,0.0,14.4542
2.0,,1.0,1.0,18.75
3.0,23.0,0.0,0.0,
3.0,,0.0,0.0,
1.0,39.0,1.0,1.0,83.1583
3.0,21.0,,0.0,
3.0,32.0,,0.0,56.4958
3.0,20.0,,0.0,
2.0,,,0.0,10.5
,30.0,0.0,0.0,31.0
3.0,34.5,0.0,0.0,
3.0,,,0.0,
3.0,42.0,0.0,0.0,
3.0,35.0,0.0,0.0,
2.0,28.0,0.0,1.0,33.0
3.0,,4.0,2.0,31.275
3.0,74.0,,0.0,
3.0,,1.0,1.0,15.2458
1.0,,,1.0,39.4
2.0,44.0,1.0,0.0,26.0
3.0,,,1.0,9.35
,45.0,1.0,1.0,164.8667
,51.0,0.0,0.0,26.55
3.0,24.0,,3.0,19.2583
3.0,41.0,2.0,0.0,14.1083
2.0,21.0,1.0,0.0,11.5
,48.0,,0.0,25.9292
2.0,24.0,0.0,0.0,13.0
2.0,42.0,,0.0,13.0
2.0,27.0,1.0,0.0,13.8583
,31.0,0.0,0.0,50.4958
3.0,,1.0,1.0,11.1333
3.0,26.0,0.0,0.0,
,47.0,1.0,1.0,52.5542
,33.0,0.0,0.0,
3.0,47.0,0.0,0.0,9.0
2.0,28.0,1.0,0.0,24.0
3.0,,0.0,0.0,
3.0,20.0,0.0,0.0,9.8458
3.0,19.0,0.0,0.0,
1.0,56.0,,1.0,83.1583
2.0,25.0,,1.0,26.0
3.0,33.0,0.0,0.0,
3.0,22.0,0.0,0.0,10.5167
2.0,28.0,,0.0,10.5
3.0,25.0,0.0,,
3.0,39.0,0.0,5.0,29.125
2.0,27.0,,0.0,13.0
,19.0,0.0,0.0,30.0
,26.0,0.0,0.0,30.0
3.0,32.0,0.0,0.0,
